id;Entity;Code;Year;share of renewables
South America-1993;South America;;1993;31.998835
South America-1994;South America;;1994;31.95983
South America-1995;South America;;1995;31.717999
South America-1996;South America;;1996;31.687614
South America-1997;South America;;1997;31.808338
South America-1998;South America;;1998;31.411379
South America-1999;South America;;1999;31.232824
South America-2000;South America;;2000;32.47872
South America-2001;South America;;2001;30.829071
South America-2002;South America;;2002;31.812138
South America-2003;South America;;2003;32.69813
South America-2004;South America;;2004;31.918701
South America-2005;South America;;2005;32.54806
South America-2006;South America;;2006;32.51109
South America-2007;South America;;2007;32.020576
South America-2008;South America;;2008;31.325287
South America-2009;South America;;2009;32.41624
South America-2010;South America;;2010;30.95347
South America-2011;South America;;2011;31.315365
South America-2012;South America;;2012;29.988754
South America-2013;South America;;2013;28.540737
South America-2014;South America;;2014;27.958807
South America-2015;South America;;2015;28.051346
South America-2016;South America;;2016;29.587042
South America-2017;South America;;2017;30.41578
South America-2018;South America;;2018;31.617079
South America-2019;South America;;2019;32.166042
South America-2020;South America;;2020;34.7553
South America-2021;South America;;2021;32.356785
South Korea-1965;South Korea;KOR;1965;2.807815
South Korea-1966;South Korea;KOR;1966;3.2099154
South Korea-1967;South Korea;KOR;1967;2.7027178
South Korea-1968;South Korea;KOR;1968;2.2995977
South Korea-1969;South Korea;KOR;1969;2.9266608
South Korea-1970;South Korea;KOR;1970;2.155395
South Korea-1971;South Korea;KOR;1971;2.1541755
South Korea-1972;South Korea;KOR;1972;2.1534865
South Korea-1973;South Korea;KOR;1973;1.6347564
South Korea-1974;South Korea;KOR;1974;2.332909
South Korea-1975;South Korea;KOR;1975;1.8735325
South Korea-1976;South Korea;KOR;1976;1.7800428
South Korea-1977;South Korea;KOR;1977;1.2054132
South Korea-1978;South Korea;KOR;1978;1.3965911
South Korea-1979;South Korea;KOR;1979;1.5390952
South Korea-1980;South Korea;KOR;1980;1.2506891
South Korea-1981;South Korea;KOR;1981;1.6159816
South Korea-1982;South Korea;KOR;1982;1.0666206
South Korea-1983;South Korea;KOR;1983;1.3120518
South Korea-1984;South Korea;KOR;1984;1.046283
South Korea-1985;South Korea;KOR;1985;1.5088706
South Korea-1986;South Korea;KOR;1986;1.3128159
South Korea-1987;South Korea;KOR;1987;1.5100772
South Korea-1988;South Korea;KOR;1988;0.67799705
South Korea-1989;South Korea;KOR;1989;0.930187
South Korea-1990;South Korea;KOR;1990;1.2995164
South Korea-1991;South Korea;KOR;1991;0.85526013
South Korea-1992;South Korea;KOR;1992;0.6740405
South Korea-1993;South Korea;KOR;1993;0.83896744
South Korea-1994;South Korea;KOR;1994;0.4319862
South Korea-1995;South Korea;KOR;1995;0.51026404
South Korea-1996;South Korea;KOR;1996;0.43619704
South Korea-1997;South Korea;KOR;1997;0.40268636
South Korea-1998;South Korea;KOR;1998;0.65976983
South Korea-1999;South Korea;KOR;1999;0.5936903
South Korea-2000;South Korea;KOR;2000;0.5420218
South Korea-2001;South Korea;KOR;2001;0.31219828
South Korea-2002;South Korea;KOR;2002;0.41857693
South Korea-2003;South Korea;KOR;2003;0.5985387
South Korea-2004;South Korea;KOR;2004;0.53463805
South Korea-2005;South Korea;KOR;2005;0.45353886
South Korea-2006;South Korea;KOR;2006;0.4502669
South Korea-2007;South Korea;KOR;2007;0.5043082
South Korea-2008;South Korea;KOR;2008;0.5293463
South Korea-2009;South Korea;KOR;2009;0.57009465
South Korea-2010;South Korea;KOR;2010;0.91955906
South Korea-2011;South Korea;KOR;2011;1.2539451
South Korea-2012;South Korea;KOR;2012;1.2884827
South Korea-2013;South Korea;KOR;2013;1.5155629
South Korea-2014;South Korea;KOR;2014;1.764075
South Korea-2015;South Korea;KOR;2015;1.904119
South Korea-2016;South Korea;KOR;2016;2.026812
South Korea-2017;South Korea;KOR;2017;2.4301844
South Korea-2018;South Korea;KOR;2018;2.7460184
South Korea-2019;South Korea;KOR;2019;2.9800334
South Korea-2020;South Korea;KOR;2020;3.1428554
South Korea-2021;South Korea;KOR;2021;3.7249858
South and Central America (BP)-1965;South and Central America (BP);;1965;9.643436
South and Central America (BP)-1966;South and Central America (BP);;1966;10.09978
South and Central America (BP)-1967;South and Central America (BP);;1967;10.264435
South and Central America (BP)-1968;South and Central America (BP);;1968;10.269983
South and Central America (BP)-1969;South and Central America (BP);;1969;10.58535
South and Central America (BP)-1970;South and Central America (BP);;1970;11.750904
South and Central America (BP)-1971;South and Central America (BP);;1971;12.654673
South and Central America (BP)-1972;South and Central America (BP);;1972;13.226515
South and Central America (BP)-1973;South and Central America (BP);;1973;13.4151325
South and Central America (BP)-1974;South and Central America (BP);;1974;14.4976635
South and Central America (BP)-1975;South and Central America (BP);;1975;15.470584
South and Central America (BP)-1976;South and Central America (BP);;1976;16.165764
South and Central America (BP)-1977;South and Central America (BP);;1977;16.94726
South and Central America (BP)-1978;South and Central America (BP);;1978;17.913528
South and Central America (BP)-1979;South and Central America (BP);;1979;19.147554
South and Central America (BP)-1980;South and Central America (BP);;1980;20.495071
South and Central America (BP)-1981;South and Central America (BP);;1981;20.762903
South and Central America (BP)-1982;South and Central America (BP);;1982;22.376171
South and Central America (BP)-1983;South and Central America (BP);;1983;24.156012
South and Central America (BP)-1984;South and Central America (BP);;1984;25.5597
South and Central America (BP)-1985;South and Central America (BP);;1985;26.97967
South and Central America (BP)-1986;South and Central America (BP);;1986;27.777761
South and Central America (BP)-1987;South and Central America (BP);;1987;28.448475
South and Central America (BP)-1988;South and Central America (BP);;1988;28.598568
South and Central America (BP)-1989;South and Central America (BP);;1989;28.87224
South and Central America (BP)-1990;South and Central America (BP);;1990;29.70695
South and Central America (BP)-1991;South and Central America (BP);;1991;30.710894
South and Central America (BP)-1992;South and Central America (BP);;1992;29.910597
South and Central America (BP)-1993;South and Central America (BP);;1993;30.842648
South and Central America (BP)-1994;South and Central America (BP);;1994;30.705935
South and Central America (BP)-1995;South and Central America (BP);;1995;30.475994
South and Central America (BP)-1996;South and Central America (BP);;1996;30.514223
South and Central America (BP)-1997;South and Central America (BP);;1997;30.418795
South and Central America (BP)-1998;South and Central America (BP);;1998;29.906204
South and Central America (BP)-1999;South and Central America (BP);;1999;29.916494
South and Central America (BP)-2000;South and Central America (BP);;2000;30.455803
South and Central America (BP)-2001;South and Central America (BP);;2001;28.665403
South and Central America (BP)-2002;South and Central America (BP);;2002;29.601973
South and Central America (BP)-2003;South and Central America (BP);;2003;30.20722
South and Central America (BP)-2004;South and Central America (BP);;2004;29.696253
South and Central America (BP)-2005;South and Central America (BP);;2005;30.37529
South and Central America (BP)-2006;South and Central America (BP);;2006;30.115812
South and Central America (BP)-2007;South and Central America (BP);;2007;30.1554
South and Central America (BP)-2008;South and Central America (BP);;2008;30.233976
South and Central America (BP)-2009;South and Central America (BP);;2009;31.516335
South and Central America (BP)-2010;South and Central America (BP);;2010;30.566174
South and Central America (BP)-2011;South and Central America (BP);;2011;30.697844
South and Central America (BP)-2012;South and Central America (BP);;2012;29.60313
South and Central America (BP)-2013;South and Central America (BP);;2013;28.693209
South and Central America (BP)-2014;South and Central America (BP);;2014;28.405699
South and Central America (BP)-2015;South and Central America (BP);;2015;28.887499
South and Central America (BP)-2016;South and Central America (BP);;2016;30.08042
South and Central America (BP)-2017;South and Central America (BP);;2017;31.089474
South and Central America (BP)-2018;South and Central America (BP);;2018;32.622395
South and Central America (BP)-2019;South and Central America (BP);;2019;33.20571
South and Central America (BP)-2020;South and Central America (BP);;2020;35.843475
South and Central America (BP)-2021;South and Central America (BP);;2021;33.634804
Spain-1965;Spain;ESP;1965;17.253439
Spain-1966;Spain;ESP;1966;21.110806
Spain-1967;Spain;ESP;1967;16.279375
Spain-1968;Spain;ESP;1968;16.654005
Spain-1969;Spain;ESP;1969;18.46006
Spain-1970;Spain;ESP;1970;15.559319
Spain-1971;Spain;ESP;1971;16.187815
Spain-1972;Spain;ESP;1972;16.69035
Spain-1973;Spain;ESP;1973;12.4298525
Spain-1974;Spain;ESP;1974;12.622826
Spain-1975;Spain;ESP;1975;10.509173
Spain-1976;Spain;ESP;1976;7.937401
Spain-1977;Spain;ESP;1977;14.476511
Spain-1978;Spain;ESP;1978;14.644488
Spain-1979;Spain;ESP;1979;15.632556
Spain-1980;Spain;ESP;1980;9.981172
Spain-1981;Spain;ESP;1981;7.4071198
Spain-1982;Spain;ESP;1982;8.885109
Spain-1983;Spain;ESP;1983;8.936359
Spain-1984;Spain;ESP;1984;10.203864
Spain-1985;Spain;ESP;1985;10.242602
Spain-1986;Spain;ESP;1986;8.501705
Spain-1987;Spain;ESP;1987;8.477233
Spain-1988;Spain;ESP;1988;10.430665
Spain-1989;Spain;ESP;1989;5.5330205
Spain-1990;Spain;ESP;1990;7.19887
Spain-1991;Spain;ESP;1991;7.4529076
Spain-1992;Spain;ESP;1992;5.0132504
Spain-1993;Spain;ESP;1993;6.6250877
Spain-1994;Spain;ESP;1994;7.3138194
Spain-1995;Spain;ESP;1995;5.9382825
Spain-1996;Spain;ESP;1996;9.653098
Spain-1997;Spain;ESP;1997;8.211403
Spain-1998;Spain;ESP;1998;7.8152103
Spain-1999;Spain;ESP;1999;5.6294966
Spain-2000;Spain;ESP;2000;7.0082307
Spain-2001;Spain;ESP;2001;9.167547
Spain-2002;Spain;ESP;2002;6.4462705
Spain-2003;Spain;ESP;2003;9.7589035
Spain-2004;Spain;ESP;2004;8.440905
Spain-2005;Spain;ESP;2005;6.9234943
Spain-2006;Spain;ESP;2006;8.360923
Spain-2007;Spain;ESP;2007;9.064817
Spain-2008;Spain;ESP;2008;9.948371
Spain-2009;Spain;ESP;2009;12.662101
Spain-2010;Spain;ESP;2010;16.742804
Spain-2011;Spain;ESP;2011;15.473434
Spain-2012;Spain;ESP;2012;15.889772
Spain-2013;Spain;ESP;2013;19.901302
Spain-2014;Spain;ESP;2014;20.088554
Spain-2015;Spain;ESP;2015;17.507902
Spain-2016;Spain;ESP;2016;18.609848
Spain-2017;Spain;ESP;2017;15.68235
Spain-2018;Spain;ESP;2018;18.230534
Spain-2019;Spain;ESP;2019;17.37585
Spain-2020;Spain;ESP;2020;22.102654
Spain-2021;Spain;ESP;2021;22.341663
Sri Lanka-1965;Sri Lanka;LKA;1965;10.32447
Sri Lanka-1966;Sri Lanka;LKA;1966;10.94352
Sri Lanka-1967;Sri Lanka;LKA;1967;10.974932
Sri Lanka-1968;Sri Lanka;LKA;1968;12.205965
Sri Lanka-1969;Sri Lanka;LKA;1969;13.611147
Sri Lanka-1970;Sri Lanka;LKA;1970;11.076228
Sri Lanka-1971;Sri Lanka;LKA;1971;12.125497
Sri Lanka-1972;Sri Lanka;LKA;1972;11.86213
Sri Lanka-1973;Sri Lanka;LKA;1973;9.413183
Sri Lanka-1974;Sri Lanka;LKA;1974;15.722433
Sri Lanka-1975;Sri Lanka;LKA;1975;16.26267
Sri Lanka-1976;Sri Lanka;LKA;1976;17.044489
Sri Lanka-1977;Sri Lanka;LKA;1977;17.357145
Sri Lanka-1978;Sri Lanka;LKA;1978;18.628532
Sri Lanka-1979;Sri Lanka;LKA;1979;18.950075
Sri Lanka-1980;Sri Lanka;LKA;1980;19.017767
Sri Lanka-1981;Sri Lanka;LKA;1981;19.232897
Sri Lanka-1982;Sri Lanka;LKA;1982;18.261444
Sri Lanka-1983;Sri Lanka;LKA;1983;14.019515
Sri Lanka-1984;Sri Lanka;LKA;1984;22.732344
Sri Lanka-1985;Sri Lanka;LKA;1985;27.567667
Sri Lanka-1986;Sri Lanka;LKA;1986;28.917849
Sri Lanka-1987;Sri Lanka;LKA;1987;23.145031
Sri Lanka-1988;Sri Lanka;LKA;1988;27.9051
Sri Lanka-1989;Sri Lanka;LKA;1989;30.912357
Sri Lanka-1990;Sri Lanka;LKA;1990;31.11434
Sri Lanka-1991;Sri Lanka;LKA;1991;30.897804
Sri Lanka-1992;Sri Lanka;LKA;1992;26.798069
Sri Lanka-1993;Sri Lanka;LKA;1993;32.161766
Sri Lanka-1994;Sri Lanka;LKA;1994;31.979883
Sri Lanka-1995;Sri Lanka;LKA;1995;32.76565
Sri Lanka-1996;Sri Lanka;LKA;1996;22.438143
Sri Lanka-1997;Sri Lanka;LKA;1997;23.044756
Sri Lanka-1998;Sri Lanka;LKA;1998;24.549494
Sri Lanka-1999;Sri Lanka;LKA;1999;24.375671
Sri Lanka-2000;Sri Lanka;LKA;2000;17.715664
Sri Lanka-2001;Sri Lanka;LKA;2001;17.628239
Sri Lanka-2002;Sri Lanka;LKA;2002;14.758176
Sri Lanka-2003;Sri Lanka;LKA;2003;17.510588
Sri Lanka-2004;Sri Lanka;LKA;2004;16.025322
Sri Lanka-2005;Sri Lanka;LKA;2005;16.077099
Sri Lanka-2006;Sri Lanka;LKA;2006;19.959389
Sri Lanka-2007;Sri Lanka;LKA;2007;16.628553
Sri Lanka-2008;Sri Lanka;LKA;2008;18.3665
Sri Lanka-2009;Sri Lanka;LKA;2009;17.016684
Sri Lanka-2010;Sri Lanka;LKA;2010;22.894518
Sri Lanka-2011;Sri Lanka;LKA;2011;17.231127
Sri Lanka-2012;Sri Lanka;LKA;2012;12.257574
Sri Lanka-2013;Sri Lanka;LKA;2013;24.80347
Sri Lanka-2014;Sri Lanka;LKA;2014;15.6329
Sri Lanka-2015;Sri Lanka;LKA;2015;18.154892
Sri Lanka-2016;Sri Lanka;LKA;2016;12.23384
Sri Lanka-2017;Sri Lanka;LKA;2017;12.293098
Sri Lanka-2018;Sri Lanka;LKA;2018;18.060566
Sri Lanka-2019;Sri Lanka;LKA;2019;14.141156
Sri Lanka-2020;Sri Lanka;LKA;2020;15.967422
Sri Lanka-2021;Sri Lanka;LKA;2021;21.404533
Sweden-1965;Sweden;SWE;1965;34.933456
Sweden-1966;Sweden;SWE;1966;32.10004
Sweden-1967;Sweden;SWE;1967;33.95441
Sweden-1968;Sweden;SWE;1968;31.443342
Sweden-1969;Sweden;SWE;1969;26.987406
Sweden-1970;Sweden;SWE;1970;25.301186
Sweden-1971;Sweden;SWE;1971;31.153437
Sweden-1972;Sweden;SWE;1972;31.288212
Sweden-1973;Sweden;SWE;1973;33.030903
Sweden-1974;Sweden;SWE;1974;34.125145
Sweden-1975;Sweden;SWE;1975;32.381832
Sweden-1976;Sweden;SWE;1976;29.012697
Sweden-1977;Sweden;SWE;1977;28.689623
Sweden-1978;Sweden;SWE;1978;26.57862
Sweden-1979;Sweden;SWE;1979;26.679983
Sweden-1980;Sweden;SWE;1980;27.514145
Sweden-1981;Sweden;SWE;1981;28.2397
Sweden-1982;Sweden;SWE;1982;27.447363
Sweden-1983;Sweden;SWE;1983;32.015358
Sweden-1984;Sweden;SWE;1984;32.467693
Sweden-1985;Sweden;SWE;1985;31.184616
Sweden-1986;Sweden;SWE;1986;26.016823
Sweden-1987;Sweden;SWE;1987;31.165653
Sweden-1988;Sweden;SWE;1988;31.078043
Sweden-1989;Sweden;SWE;1989;32.67113
Sweden-1990;Sweden;SWE;1990;32.335453
Sweden-1991;Sweden;SWE;1991;29.826092
Sweden-1992;Sweden;SWE;1992;34.725967
Sweden-1993;Sweden;SWE;1993;35.322853
Sweden-1994;Sweden;SWE;1994;28.229177
Sweden-1995;Sweden;SWE;1995;32.06243
Sweden-1996;Sweden;SWE;1996;25.265974
Sweden-1997;Sweden;SWE;1997;32.551292
Sweden-1998;Sweden;SWE;1998;32.49207
Sweden-1999;Sweden;SWE;1999;32.139984
Sweden-2000;Sweden;SWE;2000;38.59571
Sweden-2001;Sweden;SWE;2001;35.828453
Sweden-2002;Sweden;SWE;2002;32.522167
Sweden-2003;Sweden;SWE;2003;27.901482
Sweden-2004;Sweden;SWE;2004;30.187603
Sweden-2005;Sweden;SWE;2005;34.73209
Sweden-2006;Sweden;SWE;2006;32.33128
Sweden-2007;Sweden;SWE;2007;34.59903
Sweden-2008;Sweden;SWE;2008;36.92847
Sweden-2009;Sweden;SWE;2009;39.14199
Sweden-2010;Sweden;SWE;2010;38.351444
Sweden-2011;Sweden;SWE;2011;39.861126
Sweden-2012;Sweden;SWE;2012;43.305737
Sweden-2013;Sweden;SWE;2013;38.95485
Sweden-2014;Sweden;SWE;2014;40.648502
Sweden-2015;Sweden;SWE;2015;46.599625
Sweden-2016;Sweden;SWE;2016;42.0827
Sweden-2017;Sweden;SWE;2017;43.339447
Sweden-2018;Sweden;SWE;2018;42.218502
Sweden-2019;Sweden;SWE;2019;43.813766
Sweden-2020;Sweden;SWE;2020;51.05897
Sweden-2021;Sweden;SWE;2021;50.924007
Switzerland-1965;Switzerland;CHE;1965;39.05084
Switzerland-1966;Switzerland;CHE;1966;41.49439
Switzerland-1967;Switzerland;CHE;1967;42.143433
Switzerland-1968;Switzerland;CHE;1968;39.673504
Switzerland-1969;Switzerland;CHE;1969;36.7013
Switzerland-1970;Switzerland;CHE;1970;34.634697
Switzerland-1971;Switzerland;CHE;1971;33.697243
Switzerland-1972;Switzerland;CHE;1972;28.542725
Switzerland-1973;Switzerland;CHE;1973;28.314793
Switzerland-1974;Switzerland;CHE;1974;31.026619
Switzerland-1975;Switzerland;CHE;1975;34.594242
Switzerland-1976;Switzerland;CHE;1976;29.048126
Switzerland-1977;Switzerland;CHE;1977;35.28424
Switzerland-1978;Switzerland;CHE;1978;32.51401
Switzerland-1979;Switzerland;CHE;1979;30.90444
Switzerland-1980;Switzerland;CHE;1980;32.372673
Switzerland-1981;Switzerland;CHE;1981;34.292164
Switzerland-1982;Switzerland;CHE;1982;35.782177
Switzerland-1983;Switzerland;CHE;1983;33.554874
Switzerland-1984;Switzerland;CHE;1984;29.559744
Switzerland-1985;Switzerland;CHE;1985;29.6324
Switzerland-1986;Switzerland;CHE;1986;29.059496
Switzerland-1987;Switzerland;CHE;1987;30.830393
Switzerland-1988;Switzerland;CHE;1988;31.572079
Switzerland-1989;Switzerland;CHE;1989;28.203423
Switzerland-1990;Switzerland;CHE;1990;26.99222
Switzerland-1991;Switzerland;CHE;1991;28.263733
Switzerland-1992;Switzerland;CHE;1992;28.394737
Switzerland-1993;Switzerland;CHE;1993;31.083035
Switzerland-1994;Switzerland;CHE;1994;32.318325
Switzerland-1995;Switzerland;CHE;1995;30.77135
Switzerland-1996;Switzerland;CHE;1996;26.179201
Switzerland-1997;Switzerland;CHE;1997;28.93256
Switzerland-1998;Switzerland;CHE;1998;28.326658
Switzerland-1999;Switzerland;CHE;1999;32.331284
Switzerland-2000;Switzerland;CHE;2000;30.638752
Switzerland-2001;Switzerland;CHE;2001;31.928984
Switzerland-2002;Switzerland;CHE;2002;29.157331
Switzerland-2003;Switzerland;CHE;2003;28.983334
Switzerland-2004;Switzerland;CHE;2004;28.4365
Switzerland-2005;Switzerland;CHE;2005;27.377468
Switzerland-2006;Switzerland;CHE;2006;26.049185
Switzerland-2007;Switzerland;CHE;2007;29.711977
Switzerland-2008;Switzerland;CHE;2008;29.249441
Switzerland-2009;Switzerland;CHE;2009;28.93271
Switzerland-2010;Switzerland;CHE;2010;29.882568
Switzerland-2011;Switzerland;CHE;2011;28.442818
Switzerland-2012;Switzerland;CHE;2012;31.854078
Switzerland-2013;Switzerland;CHE;2013;30.987797
Switzerland-2014;Switzerland;CHE;2014;32.27639
Switzerland-2015;Switzerland;CHE;2015;33.1626
Switzerland-2016;Switzerland;CHE;2016;32.287403
Switzerland-2017;Switzerland;CHE;2017;32.014774
Switzerland-2018;Switzerland;CHE;2018;31.950867
Switzerland-2019;Switzerland;CHE;2019;33.137398
Switzerland-2020;Switzerland;CHE;2020;36.21057
Switzerland-2021;Switzerland;CHE;2021;36.716644
Taiwan-1965;Taiwan;TWN;1965;10.86843
Taiwan-1966;Taiwan;TWN;1966;10.439054
Taiwan-1967;Taiwan;TWN;1967;9.467523
Taiwan-1968;Taiwan;TWN;1968;12.089816
Taiwan-1969;Taiwan;TWN;1969;9.123023
Taiwan-1970;Taiwan;TWN;1970;7.867681
Taiwan-1971;Taiwan;TWN;1971;6.759338
Taiwan-1972;Taiwan;TWN;1972;7.4420853
Taiwan-1973;Taiwan;TWN;1973;5.9530554
Taiwan-1974;Taiwan;TWN;1974;8.604859
Taiwan-1975;Taiwan;TWN;1975;8.733822
Taiwan-1976;Taiwan;TWN;1976;5.838051
Taiwan-1977;Taiwan;TWN;1977;4.9982214
Taiwan-1978;Taiwan;TWN;1978;5.2226777
Taiwan-1979;Taiwan;TWN;1979;4.524598
Taiwan-1980;Taiwan;TWN;1980;2.749599
Taiwan-1981;Taiwan;TWN;1981;4.8077273
Taiwan-1982;Taiwan;TWN;1982;4.304235
Taiwan-1983;Taiwan;TWN;1983;4.0560904
Taiwan-1984;Taiwan;TWN;1984;3.418206
Taiwan-1985;Taiwan;TWN;1985;4.4680967
Taiwan-1986;Taiwan;TWN;1986;4.194708
Taiwan-1987;Taiwan;TWN;1987;3.481769
Taiwan-1988;Taiwan;TWN;1988;2.674821
Taiwan-1989;Taiwan;TWN;1989;2.7342827
Taiwan-1990;Taiwan;TWN;1990;3.3431942
Taiwan-1991;Taiwan;TWN;1991;1.9690255
Taiwan-1992;Taiwan;TWN;1992;3.0788274
Taiwan-1993;Taiwan;TWN;1993;1.8557117
Taiwan-1994;Taiwan;TWN;1994;2.141311
Taiwan-1995;Taiwan;TWN;1995;1.9825535
Taiwan-1996;Taiwan;TWN;1996;1.9023186
Taiwan-1997;Taiwan;TWN;1997;1.9892831
Taiwan-1998;Taiwan;TWN;1998;2.2135477
Taiwan-1999;Taiwan;TWN;1999;1.8112775
Taiwan-2000;Taiwan;TWN;2000;1.6464219
Taiwan-2001;Taiwan;TWN;2001;1.820539
Taiwan-2002;Taiwan;TWN;2002;1.2093642
Taiwan-2003;Taiwan;TWN;2003;1.2677935
Taiwan-2004;Taiwan;TWN;2004;1.2749457
Taiwan-2005;Taiwan;TWN;2005;1.473228
Taiwan-2006;Taiwan;TWN;2006;1.475401
Taiwan-2007;Taiwan;TWN;2007;1.5262464
Taiwan-2008;Taiwan;TWN;2008;1.5631176
Taiwan-2009;Taiwan;TWN;2009;1.4994724
Taiwan-2010;Taiwan;TWN;2010;1.5620868
Taiwan-2011;Taiwan;TWN;2011;1.6331027
Taiwan-2012;Taiwan;TWN;2012;1.9954244
Taiwan-2013;Taiwan;TWN;2013;1.9780341
Taiwan-2014;Taiwan;TWN;2014;1.7324574
Taiwan-2015;Taiwan;TWN;2015;1.8325284
Taiwan-2016;Taiwan;TWN;2016;2.2558503
Taiwan-2017;Taiwan;TWN;2017;2.1802807
Taiwan-2018;Taiwan;TWN;2018;2.1791105
Taiwan-2019;Taiwan;TWN;2019;2.7165449
Taiwan-2020;Taiwan;TWN;2020;2.7744627
Taiwan-2021;Taiwan;TWN;2021;3.0361571
Thailand-1965;Thailand;THA;1965;8.098696
Thailand-1966;Thailand;THA;1966;8.597767
Thailand-1967;Thailand;THA;1967;9.705655
Thailand-1968;Thailand;THA;1968;7.769662
Thailand-1969;Thailand;THA;1969;5.4768367
Thailand-1970;Thailand;THA;1970;7.854706
Thailand-1971;Thailand;THA;1971;8.126887
Thailand-1972;Thailand;THA;1972;5.650623
Thailand-1973;Thailand;THA;1973;5.797546
Thailand-1974;Thailand;THA;1974;7.2853966
Thailand-1975;Thailand;THA;1975;9.127364
Thailand-1976;Thailand;THA;1976;9.248512
Thailand-1977;Thailand;THA;1977;7.5471907
Thailand-1978;Thailand;THA;1978;4.5728025
Thailand-1979;Thailand;THA;1979;6.6539116
Thailand-1980;Thailand;THA;1980;2.589578
Thailand-1981;Thailand;THA;1981;6.015194
Thailand-1982;Thailand;THA;1982;7.5709677
Thailand-1983;Thailand;THA;1983;6.5891356
Thailand-1984;Thailand;THA;1984;6.626251
Thailand-1985;Thailand;THA;1985;5.7355323
Thailand-1986;Thailand;THA;1986;8.074997
Thailand-1987;Thailand;THA;1987;5.1940317
Thailand-1988;Thailand;THA;1988;4.2621784
Thailand-1989;Thailand;THA;1989;5.435299
Thailand-1990;Thailand;THA;1990;4.073402
Thailand-1991;Thailand;THA;1991;3.4002542
Thailand-1992;Thailand;THA;1992;2.8629646
Thailand-1993;Thailand;THA;1993;2.1971903
Thailand-1994;Thailand;THA;1994;2.3979282
Thailand-1995;Thailand;THA;1995;3.2421882
Thailand-1996;Thailand;THA;1996;3.1586607
Thailand-1997;Thailand;THA;1997;2.9777153
Thailand-1998;Thailand;THA;1998;2.3759058
Thailand-1999;Thailand;THA;1999;1.6081548
Thailand-2000;Thailand;THA;2000;2.5746095
Thailand-2001;Thailand;THA;2001;2.5714476
Thailand-2002;Thailand;THA;2002;2.8180337
Thailand-2003;Thailand;THA;2003;2.7227082
Thailand-2004;Thailand;THA;2004;2.3133497
Thailand-2005;Thailand;THA;2005;2.2752101
Thailand-2006;Thailand;THA;2006;2.9778264
Thailand-2007;Thailand;THA;2007;2.9363692
Thailand-2008;Thailand;THA;2008;2.9482808
Thailand-2009;Thailand;THA;2009;3.0501225
Thailand-2010;Thailand;THA;2010;2.8064702
Thailand-2011;Thailand;THA;2011;3.4573398
Thailand-2012;Thailand;THA;2012;3.7705746
Thailand-2013;Thailand;THA;2013;3.859155
Thailand-2014;Thailand;THA;2014;4.2589955
Thailand-2015;Thailand;THA;2015;4.1909814
Thailand-2016;Thailand;THA;2016;4.5999756
Thailand-2017;Thailand;THA;2017;5.3063264
Thailand-2018;Thailand;THA;2018;6.3802214
Thailand-2019;Thailand;THA;2019;6.9562197
Thailand-2020;Thailand;THA;2020;6.9914207
Thailand-2021;Thailand;THA;2021;7.113618
Trinidad and Tobago-1965;Trinidad and Tobago;TTO;1965;0
Trinidad and Tobago-1966;Trinidad and Tobago;TTO;1966;0
Trinidad and Tobago-1967;Trinidad and Tobago;TTO;1967;0
Trinidad and Tobago-1968;Trinidad and Tobago;TTO;1968;0
Trinidad and Tobago-1969;Trinidad and Tobago;TTO;1969;0
Trinidad and Tobago-1970;Trinidad and Tobago;TTO;1970;0
Trinidad and Tobago-1971;Trinidad and Tobago;TTO;1971;0.24740219
Trinidad and Tobago-1972;Trinidad and Tobago;TTO;1972;0.17949839
Trinidad and Tobago-1973;Trinidad and Tobago;TTO;1973;0.14994937
Trinidad and Tobago-1974;Trinidad and Tobago;TTO;1974;0.13420564
Trinidad and Tobago-1975;Trinidad and Tobago;TTO;1975;0.15323229
Trinidad and Tobago-1976;Trinidad and Tobago;TTO;1976;0.11258216
Trinidad and Tobago-1977;Trinidad and Tobago;TTO;1977;0.13099113
Trinidad and Tobago-1978;Trinidad and Tobago;TTO;1978;0.16403463
Trinidad and Tobago-1979;Trinidad and Tobago;TTO;1979;0.18565418
Trinidad and Tobago-1980;Trinidad and Tobago;TTO;1980;0.17309026
Trinidad and Tobago-1981;Trinidad and Tobago;TTO;1981;0.11979267
Trinidad and Tobago-1982;Trinidad and Tobago;TTO;1982;0.09663005
Trinidad and Tobago-1983;Trinidad and Tobago;TTO;1983;0.08803455
Trinidad and Tobago-1984;Trinidad and Tobago;TTO;1984;0.07256678
Trinidad and Tobago-1985;Trinidad and Tobago;TTO;1985;0.091819726
Trinidad and Tobago-1986;Trinidad and Tobago;TTO;1986;0.13506165
Trinidad and Tobago-1987;Trinidad and Tobago;TTO;1987;0.17057733
Trinidad and Tobago-1988;Trinidad and Tobago;TTO;1988;0.1351906
Trinidad and Tobago-1989;Trinidad and Tobago;TTO;1989;0.13232675
Trinidad and Tobago-1990;Trinidad and Tobago;TTO;1990;0.1421816
Trinidad and Tobago-1991;Trinidad and Tobago;TTO;1991;0.115011245
Trinidad and Tobago-1992;Trinidad and Tobago;TTO;1992;0.13038902
Trinidad and Tobago-1993;Trinidad and Tobago;TTO;1993;0.11545403
Trinidad and Tobago-1994;Trinidad and Tobago;TTO;1994;0.12450814
Trinidad and Tobago-1995;Trinidad and Tobago;TTO;1995;0.11839997
